# lines
|               wave | ion | NIST | Instr |   Source | amplitude |
|  10014.29456403558 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10021.299571690377 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10021.382871921876 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10025.47917712412 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10043.27901946023 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10043.765604581184 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10058.936170360868 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10058.959066715088 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10060.717178192206 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10066.779692549677 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10067.650881245345 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10069.67689296292 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10070.49441293526 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10071.240434368608 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10071.725370843213 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10082.45524738607 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10084.470561235834 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10090.379285302606 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10103.609949552214 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10122.243589353548 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10122.721680413519 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10124.013888105388 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10132.172108084424 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10133.12322249014 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10143.048346342117 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10143.935489743331 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10143.933111444676 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10144.429188194768 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10144.417472296971 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10143.846997656326 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10145.684571314827 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10146.322672209026 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10146.342901186097 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10147.983578043037 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10146.427523782086 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10147.390917272924 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10149.012479136214 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10152.206470003624 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10152.96536164766 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10154.926680877725 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10158.49001635755 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10164.364719538295 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10167.64905211795 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10167.281593569664 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10170.371034068405 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10171.552007749326 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10171.949524829573 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10181.055909604167 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10185.081307470473 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10188.814505526861 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10189.70767771893 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10203.049156107481 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10208.793043036847 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10209.696491807483 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10210.394303094758 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10211.060467035732 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10211.961751660323 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10225.524673238715 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10226.074512964635 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10230.655833729834 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10231.18821677218 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10252.442308551133 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10257.498529610337 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10258.55796892009 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10264.719326270038 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10267.130801854382 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10271.113166471345 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10271.70592112646 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10284.789410269681 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10284.775319875898 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10285.183619975227 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10285.831243522372 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10286.657158125561 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10287.71571539332 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10285.249845215261 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10288.433646823036 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10292.27488815488 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10292.758632737326 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
